1/2, 0.768579834158
1/2, 0.608134445479
1/2, 0.859954867751
1, 0.617001472647
1/2, 0.617001472647
1/2, 0.768579834158
1/2, 0.608134445479
1/4, 0.267189413233
1/2, 0.154203265412
1/4, 0.743767462697
1/2, 0.768579834158
1/2, 0.608134445479
1/2, 0.859954867751
1, 0.617001472647
1/2, 0.617001472647
1/2, 0.768579834158
1/2, 0.608134445479
1/4, 0.267189413233
1/2, 0.154203265412
1/4, 0.743767462697
1/4, 0.15485509911
3/4, 0.222039816168
1/2, 0.751785547643
1/4, 0.864810419982
1/4, 0.744828427037
1/4, 0.982006525839
1/4, 0.990883611876
1/2, 0.658534439263
1/4, 0.15485509911
3/4, 0.222039816168
1, 0.905070859142
3/4, 0.902396021752
1/4, 0.862349799748
1/2, 0.865985292237
3/4, 0.901431062465
1/2, 0.901431062465
1/2, 0.865985292237
3/4, 0.901431062465
1/2, 0.901431062465
