7/16, 0.165031952332
13/16, 0.882562944879
9/16, 0.882562944879
15/16, 0.678589718846
1, 0.513746726536
1/16, 0.513746726536
7/16, 0.165031952332
13/16, 0.882562944879
9/16, 0.882562944879
15/16, 0.678589718846
1, 0.513746726536
1/16, 0.513746726536
7/16, 0.165031952332
13/16, 0.882562944879
9/16, 0.882562944879
15/16, 0.678589718846
1, 0.513746726536
1/16, 0.513746726536
7/16, 0.165031952332
13/16, 0.882562944879
9/16, 0.882562944879
15/16, 0.678589718846
1, 0.513746726536
1/16, 0.513746726536
1/8, 0.743930531142
1/8, 0.38673760387
13/16, 2.97644409752e-06
3/4, 2.97644409752e-06
1/8, 0.45102766694
7/16, 0.676410612951
5/8, 0.751678491836
7/16, 0.751678491836
1/8, 0.45102766694
7/16, 0.676410612951
5/8, 0.751678491836
7/16, 0.751678491836
1/8, 0.743930531142
1/8, 0.38673760387
13/16, 2.97644409752e-06
3/4, 2.97644409752e-06
1/8, 0.743930531142
1/8, 0.38673760387
13/16, 2.97644409752e-06
3/4, 2.97644409752e-06
1/8, 0.45102766694
7/16, 0.676410612951
5/8, 0.751678491836
7/16, 0.751678491836
1/8, 0.45102766694
7/16, 0.676410612951
5/8, 0.751678491836
7/16, 0.751678491836
1/8, 0.743930531142
1/8, 0.38673760387
13/16, 2.97644409752e-06
3/4, 2.97644409752e-06
