3/4, 0.739525976936
1/4, 0.272633431691
3/4, 0.0885854563512
1/4, 0.885690645359
3/4, 0.0885854563512
1/4, 0.885690645359
1/2, 0.721760642793
1/4, 0.249423967886
1/4, 0.988638026042
3/4, 0.14190642524
1, 0.276811047782
1/4, 0.276811047782
1/4, 0.903822054478
1, 0.201091174488
3/4, 0.201091174488
3/4, 0.14190642524
1, 0.276811047782
1/4, 0.276811047782
1/2, 0.791591968085
3/4, 0.178481269945
1/2, 0.178481269945
3/4, 0.739525976936
1/4, 0.272633431691
3/4, 0.0885854563512
1/4, 0.885690645359
3/4, 0.0885854563512
1/4, 0.885690645359
1/2, 0.721760642793
1/4, 0.249423967886
1/4, 0.988638026042
1/4, 0.0923861457354
1/2, 0.158203742089
1, 0.680035827348
1/4, 0.680035827348
1, 0.450606607815
1/4, 0.498336289549
1/2, 0.823458083602
1/2, 0.556832238004
1/4, 0.556832238004
1, 0.450606607815
