[ 0.003641, [\pitch, 38.000000, \amp, -16.861804]]
[ 0.003641, [\pitch, 40.000000, \amp, -16.866924]]
[ 0.002427, [\pitch, 40.000000, \amp, -16.872044]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.009709, [\pitch, 40.000000, \amp, -16.877164]]
[ 0.008495, [\pitch, 38.000000, \amp, -16.890818]]
[ 0.008495, [\pitch, -1, \amp, -inf]]
[ 0.006068, [\pitch, 38.000000, \amp, -16.914712]]
[ 0.001214, [\pitch, 39.000000, \amp, -16.923246]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.009709, [\pitch, 39.000000, \amp, -16.926660]]
[ 0.008495, [\pitch, 39.000000, \amp, -12.865911]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.009709, [\pitch, 38.000000, \amp, -16.061716]]
[ 0.008495, [\pitch, 40.000000, \amp, -16.083566]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.009709, [\pitch, 39.000000, \amp, -16.105416]]
[ 0.008495, [\pitch, 38.000000, \amp, -16.127266]]
[ 0.008495, [\pitch, -1, \amp, -inf]]
[ 0.006068, [\pitch, 41.000000, \amp, -16.165504]]
[ 0.001214, [\pitch, 41.000000, \amp, -16.179160]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.009709, [\pitch, 41.000000, \amp, -16.184623]]
[ 0.008495, [\pitch, 41.000000, \amp, -16.206473]]
[ 0.003641, [\pitch, -1, \amp, -inf]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.004854, [\pitch, 41.000000, \amp, -16.236516]]
[ 0.003641, [\pitch, -1, \amp, -inf]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.004854, [\pitch, 40.000000, \amp, -16.258366]]
[ 0.001214, [\pitch, 40.000000, \amp, -16.269291]]
[ 0.006068, [\pitch, 40.000000, \amp, -16.272023]]
[ 0.004854, [\pitch, 39.000000, \amp, -16.285679]]
[ 0.002427, [\pitch, 40.000000, \amp, -16.296604]]
[ 0.003641, [\pitch, -1, \amp, -inf]]
[ 0.001214, [\pitch, -1, \amp, -inf]]
[ 0.004854, [\pitch, 42.000000, \amp, -16.312992]]
[ 0.007282, [\pitch, 39.000000, \amp, -16.323917]]
[ 0.003641, [\pitch, -1, \amp, -inf]]
[ 0.002427, [\pitch, -1, \amp, -inf]]
[ 0.001214, [\pitch, 41.000000, \amp, -16.353960]]
[ 0.006068, [\pitch, 41.000000, \amp, -16.356692]]
[ 0.004854, [\pitch, 41.000000, \amp, -16.370348]]
[ 0.002427, [\pitch, 41.000000, \amp, -16.381273]]
[ 0.007282, [\pitch, 41.000000, \amp, -16.386735]]
[ 0.003641, [\pitch, -1, \amp, -inf]]
[ 0.002427, [\pitch, -1, \amp, -inf]]
