7/8, note
5/8, note
1/8, note
1/2, note
1/8, note
1/4, note
1/4, rest
1/8, rest
1, note
7/8, note
5/8, note
1/8, note
1, note
7/8, note
5/8, note
1/8, note
1, note
7/8, note
5/8, note
1/8, note
1/2, note
3/4, rest
1/2, rest
7/8, note
1/4, note
1/8, note
1/2, note
3/4, rest
1/2, rest
1/2, note
3/4, rest
1/2, rest
7/8, note
1/4, note
1/8, note
1/2, note
3/4, rest
1/2, rest
1/2, note
3/4, rest
1/2, rest
1/8, note
1/4, note
1/2, note
1, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
3/8, note
1/8, note
5/8, note
3/8, note
5/8, note
3/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
3/8, note
1/8, note
5/8, note
3/8, note
5/8, note
3/8, note
7/8, note
5/8, note
1/8, note
1/2, note
1/8, note
1/4, note
1/4, rest
1/8, rest
1, note
7/8, note
5/8, note
1/8, note
1, note
7/8, note
5/8, note
1/8, note
1, note
7/8, note
5/8, note
1/8, note
1/2, note
3/4, rest
1/2, rest
7/8, note
1/4, note
1/8, note
1/2, note
3/4, rest
1/2, rest
1/2, note
3/4, rest
1/2, rest
7/8, note
1/4, note
1/8, note
1/2, note
3/4, rest
1/2, rest
1/2, note
3/4, rest
1/2, rest
1/8, note
1/4, note
1/2, note
1, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
3/8, note
1/8, note
5/8, note
3/8, note
5/8, note
3/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
5/8, note
1/8, note
7/8, note
3/8, note
1/8, note
5/8, note
3/8, note
5/8, note
3/8, note
