3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 9 3 7
3/8, 9 11 0
5/8, 11 6 5
1/4, 11 6 5
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 9 3 7
3/8, 9 11 0
5/8, 11 6 5
1/4, 11 6 5
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
1/4, 5 4 10
1/2, 2 11 7
3/4, 8 0 3
1/4, 8 0 3
1/8, 2 10 7
7/8, 11 1 2
5/8, 8 10 9
3/8, 5 0 7
5/8, 8 10 9
3/8, 5 0 7
5/8, 8 10 9
3/8, 5 0 7
1/4, 5 4 10
1/2, 2 11 7
3/4, 8 0 3
1/4, 8 0 3
5/8, 8 10 9
3/8, 5 0 7
1/4, 5 4 10
1/2, 2 11 7
3/4, 8 0 3
1/4, 8 0 3
3/8, 9 3 7
3/8, 9 11 0
5/8, 11 6 5
1/4, 11 6 5
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
7/8, 7 9 8
1/2, 8 3 7
1/8, 8 3 7
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
1/8, 9 5 7
1, 11 4 0
7/8, 11 4 0
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
3/8, 4 10 2
7/8, 4 5 1
5/8, 4 5 1
1, 7 6 11
3/4, 1 0 3
3/8, 7 11 1
1/4, 7 11 1
