[ 0.003538, [\pitch, 45.000000, \amp, -10.050438]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.009434, [\pitch, 55.000000, \amp, -9.750232]]
[ 0.004717, [\pitch, 51.000000, \amp, -9.590122]]
[ 0.002358, [\pitch, 51.000000, \amp, -9.510067]]
[ 0.008255, [\pitch, 51.000000, \amp, -9.470040]]
[ 0.002358, [\pitch, 51.000000, \amp, -9.329944]]
[ 0.004717, [\pitch, 51.000000, \amp, -9.289916]]
[ 0.002358, [\pitch, 51.000000, \amp, -9.209861]]
[ 0.008255, [\pitch, 51.000000, \amp, -9.169834]]
[ 0.002358, [\pitch, 51.000000, \amp, -9.029737]]
[ 0.004717, [\pitch, 51.000000, \amp, -8.989710]]
[ 0.002358, [\pitch, 51.000000, \amp, -8.909655]]
[ 0.008255, [\pitch, 51.000000, \amp, -8.869628]]
[ 0.002358, [\pitch, 48.000000, \amp, -8.729531]]
[ 0.003538, [\pitch, 49.000000, \amp, -8.689504]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.003538, [\pitch, 48.000000, \amp, -8.389298]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.009434, [\pitch, 46.000000, \amp, -8.089092]]
[ 0.003538, [\pitch, 45.000000, \amp, -7.928982]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.009434, [\pitch, 47.000000, \amp, -7.628776]]
[ 0.004717, [\pitch, 47.000000, \amp, -7.468666]]
[ 0.002358, [\pitch, 47.000000, \amp, -7.388611]]
[ 0.008255, [\pitch, 47.000000, \amp, -7.348584]]
[ 0.002358, [\pitch, 47.000000, \amp, -7.208488]]
[ 0.004717, [\pitch, 47.000000, \amp, -7.168460]]
[ 0.002358, [\pitch, 47.000000, \amp, -7.088405]]
[ 0.008255, [\pitch, 47.000000, \amp, -7.048378]]
[ 0.002358, [\pitch, 48.000000, \amp, -6.908281]]
[ 0.004717, [\pitch, 48.000000, \amp, -6.868254]]
[ 0.002358, [\pitch, 48.000000, \amp, -6.788199]]
[ 0.008255, [\pitch, 48.000000, \amp, -0.722208]]
[ 0.002358, [\pitch, 51.000000, \amp, -0.911461]]
[ 0.003538, [\pitch, 51.000000, \amp, -0.965534]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.003538, [\pitch, 51.000000, \amp, -1.371077]]
[ 0.008255, [\pitch, -1, \amp, -inf]]
[ 0.005896, [\pitch, -1, \amp, -inf]]
[ 0.009434, [\pitch, 51.000000, \amp, -1.776621]]
[ 0.009434, [\pitch, 47.000000, \amp, -1.992911]]
