3/4, 5 2 4 9
1/2, 7 4 6 0
1/4, 7 4 6 0
1/2, 5 0 3 10
1/4, 1 2 9 6
1/2, 11 0 5 4
1/4, 11 0 5 4
1/4, 3 4 2 1
3/4, 0 10 7 6
3/4, 11 2 4 0
1/2, 9 10 2 11
1/4, 9 10 2 11
1/4, 6 1 7 3
1, 2 11 7 9
3/4, 2 11 7 9
1/2, 0 7 2 5
1/4, 9 5 8 7
1/4, 6 8 3 11
1/2, 2 11 10 0
3/4, 6 4 3 2
1/2, 6 4 3 2
1, 0 9 8 10
1, 2 8 3 4
3/4, 10 11 6 7
1/2, 8 0 6 5
1/4, 8 0 6 5
3/4, 5 7 3 4
1, 8 2 1 4
1/4, 8 2 1 4
1/2, 1 0 4 5
1, 8 3 2 11
1/2, 8 3 2 11
3/4, 7 4 8 0
1/4, 7 1 8 10
3/4, 6 11 9 4
3/4, 0 10 3 8
1/4, 0 10 3 8
1, 10 5 9 0
1, 11 3 7 9
1, 9 6 0 5
1/4, 6 0 5 4
3/4, 6 2 0 1
1/4, 6 2 3 1
1/2, 8 3 11 0
3/4, 10 2 1 0
1/4, 10 2 1 0
1/4, 5 11 0 3
1, 9 8 1 10
3/4, 9 8 1 10
1/4, 2 0 7 11
1, 3 7 8 10
3/4, 3 7 8 10
1/4, 3 6 9 11
1/4, 6 11 3 0
1/4, 5 8 3 10
1/2, 10 7 11 3
1/4, 10 7 11 3
1/2, 11 8 2 0
3/4, 5 1 9 4
1/2, 5 1 9 4
1, 2 9 8 7
1, 2 10 5 3
1, 3 10 5 8
1, 6 3 4 5
1, 7 0 5 2
1/4, 8 9 5 0
1, 10 9 5 7
3/4, 10 9 5 7
1/4, 3 1 8 7
1/2, 0 4 1 2
1/2, 7 1 2 3
1/4, 7 1 2 3
1, 0 7 10 11
1/2, 11 8 5 0
1/4, 5 9 11 2
1, 9 10 4 3
1/4, 9 10 4 3
1, 0 6 8 5
1/4, 9 1 2 11
1/2, 1 9 5 11
1/2, 7 1 11 2
1/4, 7 1 11 2
1/4, 11 0 9 10
1, 0 5 3 2
3/4, 0 5 3 2
1, 0 6 1 4
1/2, 11 9 6 1
1/2, 11 8 10 6
1/4, 3 7 6 10
1, 3 1 4 8
3/4, 3 1 4 8
3/4, 3 2 4 1
1/2, 2 1 7 0
1/4, 2 1 7 0
1/2, 0 4 2 1
3/4, 2 4 6 8
1/2, 2 4 6 8
3/4, 8 5 11 7
1/2, 1 4 10 5
1/4, 1 4 10 5
1, 7 9 5 0
1, 6 0 11 1
1/2, 7 8 2 5
1, 11 5 3 8
1/2, 11 5 3 8
1/4, 2 10 1 5
1, 4 6 0 11
3/4, 4 6 0 11
1/4, 4 5 11 1
1, 7 3 6 2
3/4, 7 3 6 2
1, 7 6 3 8
1/4, 8 5 6 11
1/2, 11 5 7 2
1/2, 0 2 8 4
1/4, 0 2 8 4
1/2, 5 11 3 4
1, 4 8 2 6
1/2, 4 8 2 6
1, 5 7 3 0
1/2, 11 1 10 4
1/2, 9 6 0 7
1, 9 7 11 8
1, 3 8 0 11
3/4, 0 11 10 1
1/2, 10 2 1 9
1/4, 10 2 1 9
1/4, 6 3 8 5
3/4, 6 11 7 10
1/4, 10 4 9 1
1/2, 9 4 3 0
3/4, 10 3 5 1
1/4, 10 3 5 1
1, 6 2 8 4
1, 2 7 6 11
1/2, 5 2 10 0
1/2, 3 5 1 11
1, 0 6 2 7
3/4, 4 5 6 3
1/4, 0 4 10 5
1, 7 1 3 8
1, 5 3 10 9
1, 8 5 0 2
