1, 0.567209633621
1, 0.567209633621
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1/4, 0.360880510714
1/2, 0.703253356513
3/4, 0.998115844316
1/4, 0.998115844316
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1/4, 0.360880510714
1/2, 0.703253356513
3/4, 0.998115844316
1/4, 0.998115844316
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1, 0.567209633621
1/4, 0.674031846551
3/4, 0.942435899114
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.674031846551
3/4, 0.942435899114
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.674031846551
3/4, 0.942435899114
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.674031846551
3/4, 0.942435899114
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/2, 0.169227658584
3/4, 0.216614436153
1/2, 0.216614436153
1, 0.632227420507
1, 0.632227420507
1, 0.632227420507
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
1/2, 0.169227658584
3/4, 0.216614436153
1/2, 0.216614436153
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
1/2, 0.169227658584
3/4, 0.216614436153
1/2, 0.216614436153
1, 0.632227420507
1, 0.632227420507
1, 0.632227420507
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
1/2, 0.169227658584
3/4, 0.216614436153
1/2, 0.216614436153
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
3/4, 0.940245610327
3/4, 0.888832993192
1/4, 0.888832993192
1/4, 0.674031846551
3/4, 0.942435899114
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.674031846551
3/4, 0.942435899114
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1, 0.567209633621
1, 0.567209633621
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1/4, 0.360880510714
1/2, 0.703253356513
3/4, 0.998115844316
1/4, 0.998115844316
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1/4, 0.360880510714
1/2, 0.703253356513
3/4, 0.998115844316
1/4, 0.998115844316
3/4, 0.206181268294
1, 0.194886024643
1/4, 0.194886024643
1, 0.567209633621
1/4, 0.674031846551
3/4, 0.942435899114
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1/4, 0.674031846551
3/4, 0.942435899114
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
1, 0.0796870703717
1/4, 0.578080573165
1/2, 0.213281599108
1/4, 0.949596364144
