19/24, rest
7/96, rest
47/96, rest
13/96, rest
19/96, note
9/32, note
11/48, note
11/96, rest
77/96, rest
17/96, rest
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
19/24, rest
7/96, rest
47/96, rest
13/96, rest
19/96, note
9/32, note
11/48, note
11/96, rest
77/96, rest
17/96, rest
23/48, rest
59/96, rest
25/48, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
41/96, rest
2/3, rest
55/96, rest
21/32, note
41/48, rest
11/32, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
41/96, rest
2/3, rest
55/96, rest
21/32, note
41/48, rest
11/32, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
41/96, rest
2/3, rest
55/96, rest
21/32, note
41/48, rest
11/32, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
61/96, note
3/8, rest
35/96, rest
49/96, rest
7/8, rest
47/96, rest
13/96, rest
5/12, rest
59/96, note
43/96, note
49/96, rest
7/8, rest
47/96, rest
61/96, note
3/8, rest
35/96, rest
13/96, rest
5/12, rest
59/96, note
43/96, note
49/96, rest
7/8, rest
47/96, rest
49/96, rest
7/8, rest
47/96, rest
23/48, rest
59/96, rest
25/48, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
41/96, rest
2/3, rest
55/96, rest
21/32, note
41/48, rest
11/32, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
19/24, rest
7/96, rest
47/96, rest
13/96, rest
19/96, note
9/32, note
11/48, note
11/96, rest
77/96, rest
17/96, rest
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
5/8, rest
11/48, rest
37/48, note
7/48, note
19/24, rest
7/96, rest
47/96, rest
13/96, rest
19/96, note
9/32, note
11/48, note
11/96, rest
77/96, rest
17/96, rest
23/48, rest
59/96, rest
25/48, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
41/96, rest
2/3, rest
55/96, rest
21/32, note
41/48, rest
11/32, rest
41/96, rest
2/3, rest
55/96, rest
23/48, rest
59/96, rest
25/48, rest
41/96, rest
2/3, rest
55/96, rest
