3/8, note
7/8, rest
5/8, rest
1, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
3/8, note
7/8, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
3/8, note
7/8, rest
5/8, rest
1, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
3/8, note
7/8, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
1, note
1, rest
1, rest
1, note
1, rest
1, rest
1/2, note
3/4, note
1/2, note
1/2, note
3/4, note
1/2, note
3/8, note
7/8, rest
5/8, rest
1, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
3/8, note
7/8, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
3/8, note
1, rest
5/8, rest
3/8, note
1, rest
5/8, rest
5/8, note
3/4, note
3/8, note
3/8, note
7/8, note
5/8, note
3/8, note
7/8, note
5/8, note
5/8, note
3/4, note
3/8, note
3/8, note
7/8, note
5/8, note
3/8, note
1, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
3/8, note
7/8, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
3/8, note
1, rest
5/8, rest
3/8, note
1, rest
5/8, rest
5/8, note
3/4, note
3/8, note
3/8, note
7/8, note
5/8, note
3/8, note
7/8, note
5/8, note
5/8, note
3/4, note
3/8, note
3/8, note
7/8, note
5/8, note
3/8, note
1, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
1/2, note
1/4, note
7/8, note
1/4, note
3/8, note
7/8, rest
5/8, rest
3/8, note
7/8, rest
5/8, rest
1, note
