[ 0.079545, [\pitch, 42.000000, \amp, -10.050438]]
[ 0.090909, [\pitch, 45.000000, \amp, -8.700421]]
[ 0.011364, [\pitch, 45.000000, \amp, -7.157543]]
[ 0.022727, [\pitch, 45.000000, \amp, -6.964684]]
[ 0.068182, [\pitch, 45.000000, \amp, -0.950787]]
[ 0.090909, [\pitch, 45.000000, \amp, -2.513973]]
[ 0.090909, [\pitch, 46.000000, \amp, -4.598221]]
[ 0.079545, [\pitch, 51.000000, \amp, -6.682469]]
[ 0.090909, [\pitch, 50.000000, \amp, -10.200848]]
[ 0.011364, [\pitch, 54.000000, \amp, -4.144120]]
[ 0.090909, [\pitch, 54.000000, \amp, -4.239461]]
[ 0.079545, [\pitch, 51.000000, \amp, -5.002188]]
[ 0.090909, [\pitch, 50.000000, \amp, -5.669575]]
[ 0.011364, [\pitch, 54.000000, \amp, -6.338927]]
[ 0.022727, [\pitch, 54.000000, \amp, -6.338927]]
[ 0.068182, [\pitch, 54.000000, \amp, -6.338927]]
